id_gpu,id_occurrence,type_piece_source,lien_web_document,reference_type,reference_precise,zone_reglementaire_mentionnee,portee_geometrique,extrait_significatif,contexte_documentaire,confiance_extrait,justification,nature_occurrence,nature_juridique_piece,nature_sonore_zone,statut_verification,ocr_utilise,ocr_confiance,date_traitement
ca84fda748e905528fde6670420367c7,4_67327_reglement_20231212.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/ca84fda748e905528fde6670420367c7/files/67327_reglement_20231212.pdf,page,page 27,,administrative,"Les éléments techniques extérieurs liés au bâtiment (centrales de traitement d'air, unités extérieures de pompes à chaleur, unités de climatisation) devront être traités de manière à limiter l'émergence acoustique.","EMERGENCES ACOUSTIQUES Les éléments techniques extérieurs liés au bâtiment (centrales de traitement d'air, unités extérieures de pompes à chaleur, unités de climatisation) devront être traités de manière à limiter l'émergence acoustique. NIERDERLAUTERBACH",totale,"Le passage impose un traitement des équipements techniques extérieurs (climatisation, pompes à chaleur, VMC) pour limiter les émergences acoustiques vis-à-vis du voisinage. C'est une règle autonome relative aux constructions, applicable semble-t-il à l'ensemble du zonage sans secteur particulier précisé.",prescription,opposable en conformité,autre,validé,True,élevée,2026-08-26
ca84fda748e905528fde6670420367c7,5_67327_reglement_20231212.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/ca84fda748e905528fde6670420367c7/files/67327_reglement_20231212.pdf,page,page 33,,administrative,"ou celles rendues indispensables pour des motifs de sécurité. Dans ce cas, elles
d'une haie vive à feulllage caduc, pouvant, ls cas
ET DES ABORDS échéant, être doublé d’un grillage posé côté intérieur de la haie.
+ Dans le cadre de l'implantation de bâtiments à usage agricole et de réalisation
d'aires de stockage, un projet d'intégration paysagère à partir d'implantation
Ensemble d'arbres à hautes tiges ou de haies vives, composées d’essences champêtres
(feuillus et fruitiers), sera exigé.
de la…","AMÉNAGEMENTS - Seules sont admises les clôtures précaires nécessaires à l'exploitation agricole
DES CLÔTURES doivent être constit! ou celles rendues indispensables pour des motifs de sécurité. Dans ce cas, elles
d'une haie vive à feulllage caduc, pouvant, ls cas
ET DES ABORDS échéant, être doublé d’un grillage posé côté intérieur de la haie.
+ Dans le cadre de l'implantation de bâtiments à usage agricole et de réalisation
d'aires de stockage, un projet d'intégration paysagère à partir d'implantation
Ensemble d'arbres à hautes tiges ou de haies vives, composées d’essences champêtres
(feuillus et fruitiers), sera exigé.
de la… ARTICLE A6 TRAITEMENT ENVIRONNEMENTAL
ET PAYSAGER DES ESPACES",totale,"Le passage impose que les éléments techniques extérieurs liés au bâtiment (centrales de traitement d'air, unités extérieures de pompes à chaleur, unités de climatisation, pompe de traitement des eaux de piscine) soient traités de manière à limiter l'émergence acoustique. Cette règle concerne directement les bâtiments (nouvelles constructions et équipements associés) et relève donc du périmètre diagBruit. Aucune limite spatiale spécifique n'est indiquée, la règle semble s'appliquer à l'ensemble de la zone réglementée par cet article (A6), traitée ici comme portée administrative faute de précision contraire.",prescription,opposable en conformité,autre,validé,True,élevée,2026-08-26
ca84fda748e905528fde6670420367c7,6_67327_reglement_20231212.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/ca84fda748e905528fde6670420367c7/files/67327_reglement_20231212.pdf,page,page 36,,administrative,"ÉCONOMIES D'ÉNERGIE ET. gratuits en hiver et protégées du rayonnement solaire direct en été -, compactes, |
| L'ADAPTATION CLIMATIQUE très isolées, mettant en oeuvre des systèmes énergétiques efficaces et utilisant
| les énergies renouvelables. = = =
| * Les éléments techniques extérieurs liés au bâtiment (centrales de traitement d'air,
EMERGENCES ACOUSTIQUES unités extérieures de pompes à chaleur, unités de climatisation.) devront être
| traités de manière à limiter l'émergence acoustique.","_ | ÉCONOMIES D'ÉNERGIE ET. gratuits en hiver et protégées du rayonnement solaire direct en été -, compactes, |
| L'ADAPTATION CLIMATIQUE très isolées, mettant en oeuvre des systèmes énergétiques efficaces et utilisant
| les énergies renouvelables. = = =
| * Les éléments techniques extérieurs liés au bâtiment (centrales de traitement d'air,
EMERGENCES ACOUSTIQUES unités extérieures de pompes à chaleur, unités de climatisation.) devront être
| traités de manière à limiter l'émergence acoustique. EI PLAN LocaL D'URBANISME - RÈGLEMENT",totale,"Le passage impose que les éléments techniques extérieurs liés au bâtiment (climatisation, pompes à chaleur, centrales de traitement d'air) soient traités pour limiter les émergences acoustiques qu'ils génèrent. Il s'agit d'une règle autonome liée au bruit, concernant directement les bâtiments, sans lien avec le classement sonore ou le PEB. Aucune limite spatiale spécifique n'étant précisée, la règle est considérée comme applicable à l'ensemble du document.",prescription,opposable en conformité,autre,validé,True,élevée,2026-08-26
712f0fae0fee0e49bf7d0bbd7e3d0b47,1_67329_padd_20140710.pdf,PADD,https://www.geoportail-urbanisme.gouv.fr/api/document/712f0fae0fee0e49bf7d0bbd7e3d0b47/files/67329_padd_20140710.pdf,page,page 6,,administrative,"Acter les nuisances acoustiques et la pollution générées par la VRPV la RD 426, et tendre vers une réduction de ces nuisances et une exposition limitée des résidents.","…urels ou agricoles - Protéger les habitants et les constructions et installations des risques connus et notamment des risques d’inondation tout en respectant les champs d’expansion de crues situés sur le ban communal. - Au regard de l’impact visuel produit sur le paysage urbain par l’actuel comptoir Acter les nuisances acoustiques et la pollution générées par la VRPV la RD 426, et tendre vers une réduction de ces nuisances et une exposition limitée des résidents. 1.2 Vers une évolution concertée du patrimoine urbain - Maîtriser les évolutions du patrimoine architectural et urbain remarquable, dont notamment le château de Landsberg et ses abords (mur d’enceinte, douves, tour), ainsi que la Villa Reine. - Valoriser les potentialités de réutilisation du bâti an…",forte,"Le PADD acte les nuisances acoustiques générées par la VRPV et la RD 426 et fixe un objectif de réduction de ces nuisances et de limitation de l'exposition des résidents. Il s'agit d'une orientation générale du PADD, non liée à un classement sonore ou PEB, qui vise à limiter l'exposition des habitants au bruit routier existant à proximité des constructions - donc bien dans le périmètre diagBruit puisqu'elle concerne l'exposition des résidents et non la seule infrastructure. Portée non spatialement délimitée précisément, donc considérée comme administrative.",recommandation,non opposable,lutte_bruit_existant,validé,False,,2026-08-26
712f0fae0fee0e49bf7d0bbd7e3d0b47,2_67329_padd_20140710.pdf,PADD,https://www.geoportail-urbanisme.gouv.fr/api/document/712f0fae0fee0e49bf7d0bbd7e3d0b47/files/67329_padd_20140710.pdf,page,page 8,,zone_specifique,"Apaiser globalement la traversée du village par la RD 426, en vue d’une sécurité accrue des résidents et des usagers, et en vue d’une réduction des nuisances acoustiques et de la pollution générée par le trafic des véhicules.","…entre les secteurs d’habitation et les équipements de la commune. - Améliorer les liens entre le quartier Max de Reinach et le centre du village par des liaisons douces et la sécurisation de la traversée de la RD 426. - Apaiser globalement la traversée du village par la RD 426, en vue d’une sécurité Apaiser globalement la traversée du village par la RD 426, en vue d’une sécurité accrue des résidents et des usagers, et en vue d’une réduction des nuisances acoustiques et de la pollution générée par le trafic des véhicules. 2.3 Poursuivre le développement des technologies numériques - Profiter des opérations à venir d’aménagement urbain pour permettre le développement du réseau et mieux irriguer le territoire communal. - S’inscrire dans les démarches de modernisation et de renforcement de la desserte numérique initiées…",faible,"Le PADD exprime une orientation visant à apaiser la traversée du village par la RD 426, notamment pour réduire les nuisances acoustiques liées au trafic. Cette règle concerne principalement l'infrastructure routière elle-même (apaisement de la circulation sur la RD 426), sans mention explicite de bâtiments ou d'aménagements urbains à protéger, d'où une confiance faible malgré le fait que le contexte évoque aussi la sécurité des résidents. La portée est géographiquement limitée à la traversée du village par cette voie, donc zone_specifique.",recommandation,non opposable,lutte_bruit_existant,validé,False,,2026-08-26
4edabff809fffd143cf1e22662469284,1_67342_reglement_20190715.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/4edabff809fffd143cf1e22662469284/files/67342_reglement_20190715.pdf,alinea,Article 2,Zones matérialisées au plan des annexes (secteurs affectés par le bruit des axes de transports terrestres),zone_specifique,"Les constructions à usage d’hébergement et d’habitation doivent en outre répondre aux exigences d’isolement acoustique par rapport aux axes de transports terrestres bruyants, conformément à la réglementation en vigueur. Les zones concernées sont matérialisées au plan des annexes.","…sur le territoire communal : 1. Les articles d’ordre public du Code de l’urbanisme : • R 111-2 : salubrité et sécurité publique ; • R 111-4 : conservation et mise en valeur d’un site ou vestige archéologique ; 2. Les articles L. 131-4 à L131-7 du Code de l’Urbanisme, imposant la compatibilité ou la Les constructions à usage d’hébergement et d’habitation doivent en outre répondre aux exigences d’isolement acoustique par rapport aux axes de transports terrestres bruyants, conformément à la réglementation en vigueur. Les zones concernées sont matérialisées au plan des annexes. matérialisées au plan des annexes. 5. Les articles L. 153-54 et L 421-6 du Code de l’Urbanisme concernant les opérations déclarées d’utilité publique. 6. L’article L. 600-2 du Code de l’Urbanisme relatif aux règles applicables en cas d’annulation d’une décision de refus de permis de construire. II.…",faible,"Le passage impose une exigence d'isolement acoustique aux constructions d'hébergement et d'habitation situées dans des zones spécifiques matérialisées au plan des annexes, en référence aux axes de transports terrestres bruyants. Cela correspond au classement sonore des voies déjà traité par ailleurs par diagBruit ; le texte semble se limiter à un simple renvoi à la réglementation en vigueur (l'arrêté de classement sonore) sans ajouter d'exigence différente ou supplémentaire. Toutefois, comme il s'agit d'une règle explicitement inscrite dans le règlement d'urbanisme visant les bâtiments d'habitation, elle est retenue par prudence, avec une confiance faible car on ne peut confirmer qu'elle dépasse le standard réglementaire.",prescription,opposable en conformité,lutte_bruit_existant,validé,False,,2026-08-26
fd419c1717ad13a6650f74fad3883435,1_67362_reglement_20250618.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/fd419c1717ad13a6650f74fad3883435/files/67362_reglement_20250618.pdf,alinea,Article 4,,administrative,"6. Concernant la présence de radon, la commune d’Orschwiller est classée en zone 3 ( risque important)ce qui signiÞ e que le potentiel radon est signiÞ catif sur le territoire. 7. Le territoire communal est concerné par un risque lié au transport des matières dangereuses autorisées sur les voies routières qui traversent le territoire. 8. Le territoire communal est concerné par un risque lié aux nuisances sonores qui implique","5. La commune est concernée par le risque « coulée d’eaux boueuses ». éolis r è g l e m e n t é c r i t 12 ici et là commune d’ORSCHWILLER - Élaboration du Plan Local d’Urbanisme FloraGIS 6. Concernant la présence de radon, la commune d’Orschwiller est classée en zone 3 ( risque important)ce qui signiÞ e que le potentiel radon est signiÞ catif sur le territoire. 7. Le territoire communal est concerné par un risque lié au transport des matières dangereuses autorisées sur les voies routières qui traversent le territoire. 8. Le territoire communal est concerné par un risque lié aux nuisances sonores qui implique un isolement acoustique des bâtiments d’habitation. Les périmètres affectés par le bruit au voisinage des infrastructures de transports terrestres Þ gurent en annexe du PLU. Ci-après les dispositions communes à toutes les zones du PLU :",faible,"Le passage mentionne que le territoire communal est concerné par un risque lié aux nuisances sonores impliquant un isolement acoustique des bâtiments d'habitation, avec renvoi aux périmètres affectés par le bruit annexés au PLU. Ceci correspond au cas du 'simple renvoi' à l'isolement acoustique standard du classement sonore des infrastructures de transport terrestre - normalement à exclure. Cependant, la formulation ne précise pas explicitement qu'il s'agit du classement sonore réglementaire arrêté par le préfet, et le passage semble présenter cela comme une contrainte propre au PLU nécessitant un isolement acoustique, ce qui peut constituer une règle générale applicable à toute construction sur le territoire communal. Par prudence, je retiens cette occurrence mais avec une confiance faible car le texte est ambigu entre un simple rappel du classement sonore (à exclure) et une prescription propre du PLU.",prescription,opposable en conformité,autre,validé,False,,2026-08-26
fd419c1717ad13a6650f74fad3883435,2_67362_reglement_20250618.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/fd419c1717ad13a6650f74fad3883435/files/67362_reglement_20250618.pdf,alinea,Article 4,,administrative,un isolement acoustique des bâtiments d’habitation. Les périmètres affectés par le bruit au voisinage des infrastructures de transports terrestres Þ gurent en annexe du PLU. Ci-après les dispositions communes à toutes les zones du PLU :,"…entiel radon est signiÞ catif sur le territoire. 7. Le territoire communal est concerné par un risque lié au transport des matières dangereuses autorisées sur les voies routières qui traversent le territoire. 8. Le territoire communal est concerné par un risque lié aux nuisances sonores qui implique un isolement acoustique des bâtiments d’habitation. Les périmètres affectés par le bruit au voisinage des infrastructures de transports terrestres Þ gurent en annexe du PLU. Ci-après les dispositions communes à toutes les zones du PLU : ARTICLE 1 : Conditions de desserte par les réseaux En matière d’eau potable : Le branchement sur le réseau public d’eau potable est obligatoire pour tout bâtiment d’habitation ou tout établissement occupant du personnel. En l’absence de réseau dans les zones agricoles et naturelles et forestières, l…",moyenne,"Le passage impose un isolement acoustique des bâtiments d'habitation dans les périmètres affectés par le bruit au voisinage des infrastructures de transports terrestres (classement sonore), figurant en annexe du PLU. Il s'agit ici d'une disposition commune à toutes les zones du PLU, ce qui suggère une règle générale rappelée dans le corps du règlement (et non un simple renvoi à l'annexe), applicable à l'ensemble du territoire communal couvert par le zonage. Comme le texte ne précise pas d'exigence allant au-delà du standard, il pourrait s'agir d'un simple renvoi, mais la formulation en fait une disposition commune explicite du règlement, ce qui justifie de la retenir avec une portée administrative.",prescription,opposable en conformité,autre,validé,False,,2026-08-26
07018dc02428aa20b32aad3b37241eb6,1_67364_reglement_20240423.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/07018dc02428aa20b32aad3b37241eb6/files/67364_reglement_20240423.pdf,alinea,Article 2,secteurs de nuisances acoustiques des voies bruyantes,zone_specifique,"Dans les secteurs de nuisances acoustiques des voies bruyantes, les constructions à usage d’habitation feront l’objet de mesures d’isolation acoustique dans les conditions prévues par les dispositions réglementaires en matière d’urbanisme, de construction et d’habitation.","…n pour la même destination de tout bâtiment sinistré. 3.3. Les refuges ou abris ouverts destinés au bétail, à condition d’être nécessaires à l’ac- tivité agricole et dont la surface maximale n’excède pas 50 m2. 3.4. Les postes de transformation destinés aux exploitations agricoles existantes ou pro- Dans les secteurs de nuisances acoustiques des voies bruyantes, les constructions à usage d’habitation feront l’objet de mesures d’isolation acoustique dans les conditions prévues par les dispositions réglementaires en matière d’urbanisme, de construction et d’habitation. Article 3 A - Desserte des terrains par les voies publiques ou privées - Accès aux voies ouvertes au public 1. Conditions d’accès aux voies ouvertes au public 1.1. Le permis de construire ne peut être accordé sur des terrains qui ne seraient pas des- servis, soit directement, soit par l’intermédiair…",forte,"Le passage impose aux constructions à usage d'habitation situées dans les secteurs de nuisances acoustiques des voies bruyantes de faire l'objet de mesures d'isolation acoustique. Bien que la formulation renvoie aux dispositions réglementaires en vigueur (ce qui pourrait évoquer un simple renvoi au classement sonore), le texte ne mentionne pas explicitement le classement sonore des voies ni un arrêté préfectoral précis, et instaure une obligation générale d'isolation pour les constructions dans ce secteur spécifique du document d'urbanisme, ce qui en fait une règle autonome à signaler. Le secteur concerné n'est pas un contour administratif global mais une zone spécifique liée aux voies bruyantes, nécessitant un tracé manuel.",prescription,opposable en conformité,lutte_bruit_existant,validé,False,,2026-08-26
ec055b21f1e1c44724b7e03c7123129b,1_67366_reglement_20200309.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/ec055b21f1e1c44724b7e03c7123129b/files/67366_reglement_20200309.pdf,page,page 10,RD 1004,zone_specifique,"Selon l'article R151-53 du Code de l'Urbanisme, le couloir d'isolation acoustique sera reporté graphiquement. • RD 1004 : soit une largeur maximale affectée par le bruit de 100 mètres part et d'autre de la voie.","…structions ou installations sont interdites dans une bande de 100 mètres de part et d'autre de l'axe des autoroutes, des routes express et des déviations au sens du code de la voirie routière et dans une bande de 75 mètres de part et d'autre de l'axe des autres routes classées à grande circulation."" Selon l'article R151-53 du Code de l'Urbanisme, le couloir d'isolation acoustique sera reporté graphiquement. • RD 1004 : soit une largeur maximale affectée par le bruit de 100 mètres part et d'autre de la voie. reporté graphiquement. • RD 1004 : soit une largeur maximale affectée par le bruit de 100 mètres part et d'autre de la voie. 5.9 Continuités écologiques La bonne prise en compte de la conservation, de la restauration et de la création des continuités écologiques dans les documents de planification e…",forte,"Le passage établit un couloir d'isolation acoustique le long de la RD 1004 (largeur maximale affectée par le bruit de 100 mètres de part et d'autre de la voie) en application de l'article R151-53 du Code de l'Urbanisme. Il ne s'agit pas d'un simple renvoi au classement sonore existant mais d'une règle spécifique du PLU définissant un couloir d'isolation acoustique reporté graphiquement, ce qui constitue une règle autonome affectant les constructions à proximité de cette infrastructure. La portée est zone_specifique car elle concerne une bande le long d'une voie précise (RD 1004), nécessitant un tracé manuel.",prescription,opposable en conformité,autre,validé,False,,2026-08-26
ec055b21f1e1c44724b7e03c7123129b,2_67366_reglement_20200309.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/ec055b21f1e1c44724b7e03c7123129b/files/67366_reglement_20200309.pdf,page,page 10,RD 1004 - couloir d'isolation acoustique,zone_specifique,le couloir d'isolation acoustique sera reporté graphiquement. • RD 1004 : soit une largeur maximale affectée par le bruit de 100 mètres part et d'autre de la voie.,"…es dans le Plan Local d'Urbanisme, sont justifiées ou motivées par une étude au regard notamment des nuisances, de la sécurité, de la qualité architecturale, ainsi que de la qualité de l'urbanisme et des paysages. Selon l'article R151-53 du Code de l'Urbanisme, le couloir d'isolation acoustique sera le couloir d'isolation acoustique sera reporté graphiquement. • RD 1004 : soit une largeur maximale affectée par le bruit de 100 mètres part et d'autre de la voie. l'Environnement. Le règlement peut identifier et localiser des éléments de paysage à protéger pour des motifs d'ordre écologique selon l'article L151-23 du Code de l'Urbanisme. Le SDAGE impose de rendre inconstructible une bande de 6 mètres de part et d'autre des cours d'eau. 10",moyenne,"Le passage établit un couloir d'isolation acoustique de 100m de part et d'autre de la RD 1004, reporté graphiquement dans le PLU, en application de l'article R151-53 du Code de l'Urbanisme. Il ne s'agit pas d'un simple renvoi au classement sonore mais d'une définition propre au document d'urbanisme d'une bande d'isolement acoustique affectant les futures constructions à proximité de la voie, ce qui relève bien du périmètre diagBruit. La formulation reste cependant elliptique (fragment de liste, contexte partiellement coupé), d'où une confiance moyenne plutôt que totale.",prescription,opposable en conformité,autre,validé,False,,2026-08-26
5efb9b5e06dc686b9c2a2ac17632ff2d,1_67380_reglement_20200717.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/5efb9b5e06dc686b9c2a2ac17632ff2d/files/67380_reglement_20200717.pdf,page,page 6,,administrative,"La création, l’extension ou la transformation d’établissements de toute nature - qu’ils comportent ou non des installations classées - s’il en résulte une augmentation significative des nuisances (notamment sonores et olfactives) pour le voisinage, ainsi que des risques accrus pour la salubrité et la sécurité publiques.","…: Occupations et utilisations du sol interdites 1.1 Les installations classées nouvelles, qu’elles soient soumises ou non à autorisation ou déclaration, incompatibles avec le voisinage des zones d’habitation. 1.2 La création, l’extension ou la transformation d’établissements de toute nature - qu’ils La création, l’extension ou la transformation d’établissements de toute nature - qu’ils comportent ou non des installations classées - s’il en résulte une augmentation significative des nuisances (notamment sonores et olfactives) pour le voisinage, ainsi que des risques accrus pour la salubrité et la sécurité publiques. - les terrains de camping et de caravanage ; - les dépôts de ferrailles, de déchets et de véhicules hors d’usage ; - les dépôts de véhicules susceptibles de contenir au moins dix unités ; - les affouillements et exhaussements du sol autres que ceux liés aux occupations et utilisations du sol admises…",forte,"Le passage interdit la création, l'extension ou la transformation d'établissements entraînant une augmentation significative des nuisances sonores (et autres) pour le voisinage. Cette règle relève du périmètre diagBruit car elle concerne la limitation des nuisances sonores liées à des établissements pouvant affecter des zones d'habitation, sans référence au classement sonore des voies ni au PEB. Aucune limite spatiale précise n'étant indiquée, la portée est considérée comme administrative.",prescription,opposable en conformité,autre,validé,False,,2026-08-26
5efb9b5e06dc686b9c2a2ac17632ff2d,2_67380_reglement_20200717.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/5efb9b5e06dc686b9c2a2ac17632ff2d/files/67380_reglement_20200717.pdf,page,page 6,UA,zone_specifique,La transformation et l’extension des constructions agricoles à condition de ne pas accroître les nuisances olfactives et sonores.,…tés ; - les affouillements et exhaussements du sol autres que ceux liés aux occupations et utilisations du sol admises dans la zone. UA 2 : Occupations et utilisations du sol soumises à des conditions particulières 2.1 La démolition de tout ou partie d’une construction est soumise à l’obtention d’un La transformation et l’extension des constructions agricoles à condition de ne pas accroître les nuisances olfactives et sonores. respectant pas les dispositions des articles 6 et 10. 2.5 La réalisation des opérations inscrites sous forme d’emplacement réservé et reportées au plan de zonage n°3b. ADAUHR / COGIT-HABILIS P.L.U. de PRINTZHEIM 4 Décembre 2009 Règlement,forte,"Le règlement de la zone UA impose que la transformation et l'extension des constructions agricoles ne doivent pas accroître les nuisances sonores (ni olfactives) - il s'agit d'une règle autonome liée au bruit s'appliquant aux bâtiments dans cette zone spécifique, distincte du classement sonore ou du PEB.",prescription,opposable en conformité,lutte_bruit_existant,validé,False,,2026-08-26
a140daa327d42ef2ed7d0d1a0d4d14d7,1_67401_reglement_20251222.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/a140daa327d42ef2ed7d0d1a0d4d14d7/files/67401_reglement_20251222.pdf,page,page 7,UA,zone_specifique,"Les établissements et installations de toutes natures destinés à accueillir des activités pouvant porter atteinte à la salubrité et à la sécurité, ou apporter une gêne matérielle, sonore, olfactive ou visuelle, ou qui engendrent des risques ou nuisances incompatibles avec le caractère de la zone (bruits, trépidations, odeurs…)","…e est réservée aux constructions à prédominance d'habitation, de commerce, de service et de bureau ainsi qu'à leurs dépendances. Articles UA 1 : Occupations et utilisations du sol interdites 1.1. Les établissements et installations de toutes natures destinés à accueillir des activités pouvant porter Les établissements et installations de toutes natures destinés à accueillir des activités pouvant porter atteinte à la salubrité et à la sécurité, ou apporter une gêne matérielle, sonore, olfactive ou visuelle, ou qui engendrent des risques ou nuisances incompatibles avec le caractère de la zone (bruits, trépidations, odeurs…) nuisances pour le voisinage des habitations ou une atteinte à la salubrité ou à la sécurité publique. 1.3. Les modes particuliers d'utilisation du sol suivants : - les parcs d'attraction et de jeux permanents, stands et champs de tir, aires aménagées pour la pratique des sports motorisés ; - les ter…",forte,"Le règlement interdit dans la zone UA les établissements et installations susceptibles d'apporter une gêne sonore ou d'engendrer des nuisances de bruit incompatibles avec le caractère résidentiel/commercial de la zone. C'est une règle autonome d'urbanisme (interdiction d'occupation du sol liée à la nuisance sonore), distincte du classement sonore ou du PEB, applicable spécifiquement à la zone UA.",prescription,opposable en conformité,autre,validé,False,,2026-08-26
a140daa327d42ef2ed7d0d1a0d4d14d7,2_67401_reglement_20251222.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/a140daa327d42ef2ed7d0d1a0d4d14d7/files/67401_reglement_20251222.pdf,page,page 13,UB,zone_specifique,"Les établissements et installations de toutes natures destinés à accueillir des activités pouvant porter atteinte à la salubrité et à la sécurité, ou apporter une gêne matérielle, sonore, olfactive ou visuelle, ou qui engendrent des risques ou nuisances incompatibles avec le caractère de la zone (bruits, trépidations, odeurs…)","UA 15 : Obligations en matière de performances énergétiques et environnementales Néant. UA 16 : Obligations en matière de réseaux de communication électroniques Néant. 12 Les établissements et installations de toutes natures destinés à accueillir des activités pouvant porter atteinte à la salubrité et à la sécurité, ou apporter une gêne matérielle, sonore, olfactive ou visuelle, ou qui engendrent des risques ou nuisances incompatibles avec le caractère de la zone (bruits, trépidations, odeurs…) qui engendrent des risques ou nuisances incompatibles avec le caractère de la zone (bruits, trépidations, odeurs…), ou qui, par leur taille ou leur organisation sont incompatibles avec la structure architecturale ou urbaine de la zone ; 1.2. L'agrandissement des établissements existants s'il en résu…",forte,"Le règlement de la zone UB interdit les établissements et installations pouvant générer une gêne sonore ou des nuisances incompatibles avec le caractère de la zone. C'est une règle autonome d'urbanisme (interdiction d'occupations du sol bruyantes), sans lien avec le classement sonore des voies ou le PEB, applicable uniquement à la zone UB.",prescription,opposable en conformité,autre,validé,False,,2026-08-26
a140daa327d42ef2ed7d0d1a0d4d14d7,3_67401_reglement_20251222.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/a140daa327d42ef2ed7d0d1a0d4d14d7/files/67401_reglement_20251222.pdf,page,page 13,UB,zone_specifique,"qui engendrent des risques ou nuisances incompatibles avec le caractère de la zone (bruits, trépidations, odeurs…)","…upes d'habitation). Articles UB 1 : Occupations et utilisations du sol interdites 1.1. Les établissements et installations de toutes natures destinés à accueillir des activités pouvant porter atteinte à la salubrité et à la sécurité, ou apporter une gêne matérielle, sonore, olfactive ou visuelle, ou qui engendrent des risques ou nuisances incompatibles avec le caractère de la zone (bruits, trépidations, odeurs…) 1.3. Les modes particuliers d'utilisation du sol suivants : - les parcs d'attraction et de jeux permanents, stands et champs de tir, aires aménagées pour la pratique des sports motorisés ; - les terrains de camping et de caravanage ; - les garages collectifs de caravanes de plus de 10 unités ; - les…",forte,"Le règlement de la zone UB interdit les établissements générant des nuisances sonores incompatibles avec le caractère de la zone, ainsi que l'agrandissement d'établissements existants entraînant une augmentation substantielle de nuisances (bruits, trépidations) pour le voisinage des habitations. Il s'agit d'une règle d'urbanisme autonome (interdiction d'occupations du sol) liée au bruit, distincte du classement sonore ou du PEB, et applicable spécifiquement à la zone UB.",prescription,opposable en conformité,autre,validé,False,,2026-08-26
95d1353266453723447fb10f024c31fa,1_67410_reglement_20180413.pdf,règlement écrit,https://www.geoportail-urbanisme.gouv.fr/api/document/95d1353266453723447fb10f024c31fa/files/67410_reglement_20180413.pdf,alinea,Article 2,,zone_specifique,"les constructions ou installations destinées à l’activité agricole, l’industrie, l’artisanat, au commerce à condition que l’activité ne crée pas de nuisances incompatibles avec le caractère de la zone (bruit, trépidations, odeurs, poussières, gaz, pollutions accidentelles ou chroniques…)","…utilisations du sol suivantes, si elles respectent les conditions ci-après : – les affouillements ou exhaussements du sol à condition d'être nécessaires à des constructions ou installations admises dans la zone ; – les dépôts à ciel ouvert de toute nature uniquement s’ils sont liés à une occupation les constructions ou installations destinées à l’activité agricole, l’industrie, l’artisanat, au commerce à condition que l’activité ne crée pas de nuisances incompatibles avec le caractère de la zone (bruit, trépidations, odeurs, poussières, gaz, pollutions accidentelles ou chroniques…) ou chroniques…) ; – l’édification de clôtures si celles-ci n’entraînent par l’obstruction de chemins et sentiers cadastrés existants. OTE INGÉNIERIE – CABINET ANDRES 19/58 PLU approuvé par DCM du 13/04/2018",forte,"Le passage conditionne l'admission de constructions ou installations agricoles, industrielles, artisanales ou commerciales dans la zone à l'absence de nuisances incompatibles avec le caractère de la zone, dont le bruit. C'est une règle autonome relative aux bâtiments/activités (pas une infrastructure de transport), applicable à une zone spécifique du règlement (dont le nom exact n'est pas précisé dans l'extrait).",prescription,opposable en conformité,autre,validé,False,,2026-08-26
